234,97,79,74,40,101,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
97,97,79,74,40,101,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
79,79,79,74,40,101,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
74,74,74,74,40,101,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
40,40,40,40,40,101,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
101,101,101,101,101,101,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
74,74,74,74,74,74,74,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
10,10,10,10,10,10,10,10,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
83,83,83,83,83,83,83,83,83,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
216,216,216,216,216,216,216,216,216,216,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
41,41,41,41,41,41,41,41,41,41,41,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
4,4,4,4,4,4,4,4,4,4,4,4,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,40,40,40,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,54,13,47,15,1,1,10,5,0,0,0,0,0,0
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,13,47,15,1,1,10,5,0,0,0,0,0,0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,47,15,1,1,10,5,0,0,0,0,0,0
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,15,1,1,10,5,0,0,0,0,0,0
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,1,10,5,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,0,0,0,0,0,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,0,0,0,0,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
